age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,OperatingSystems,Browser,Region,TrafficType,Weekend
64,technician,single,secondary,no,215,no,no,cellular,17,aug,38,1,1,2,1,2,TRUE
59,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,70,2,3,2,8,10,FALSE
49,technician,married,secondary,no,2251,yes,no,unknown,20,feb,596,1,2,10,1,2,TRUE
84,services,married,tertiary,no,11,yes,no,unknown,19,nov,441,2,2,2,3,5,FALSE
71,admin.,single,tertiary,no,15,yes,no,cellular,7,jan,483,3,2,2,1,14,FALSE
84,blue-collar,married,tertiary,no,403,no,no,cellular,22,may,149,7,1,2,4,13,TRUE
26,management,single,tertiary,no,3533,yes,no,cellular,6,sep,360,2,2,1,7,1,FALSE
84,admin.,married,secondary,no,3331,no,yes,cellular,6,jun,218,8,2,3,1,10,FALSE
80,retired,married,secondary,no,2842,yes,no,cellular,15,may,916,3,1,1,1,3,FALSE
84,blue-collar,single,secondary,no,1830,yes,no,unknown,15,jun,38,2,2,1,2,8,FALSE
43,management,married,tertiary,no,408,yes,no,unknown,16,may,27,2,2,2,2,13,FALSE
42,retired,single,secondary,no,750,yes,no,unknown,14,feb,100,1,2,2,1,4,FALSE
36,technician,married,primary,no,10365,yes,yes,cellular,27,may,590,2,2,2,6,3,TRUE
79,technician,single,secondary,no,1536,no,no,cellular,16,may,418,1,2,1,3,2,FALSE
80,management,married,tertiary,no,483,no,yes,cellular,19,jul,28,1,8,2,6,1,FALSE
84,blue-collar,married,primary,no,-488,yes,no,cellular,26,nov,139,4,2,2,3,2,TRUE
46,management,married,tertiary,no,352,yes,no,cellular,8,apr,277,2,3,2,3,2,FALSE
35,management,married,tertiary,no,1055,yes,no,cellular,21,may,184,1,2,2,2,4,TRUE
19,unknown,married,primary,no,1371,no,no,unknown,28,jan,213,1,3,3,1,1,FALSE
47,blue-collar,married,secondary,no,766,yes,no,cellular,29,jun,292,5,4,4,4,6,FALSE
37,blue-collar,married,secondary,no,908,no,no,unknown,1,nov,129,2,1,2,3,1,FALSE
84,services,married,unknown,no,3573,no,no,cellular,11,apr,86,1,2,1,2,6,TRUE
30,technician,married,tertiary,no,596,yes,no,cellular,26,may,71,1,2,2,1,2,FALSE
84,housemaid,married,tertiary,no,1386,no,no,unknown,5,may,347,3,2,2,3,2,TRUE
44,blue-collar,married,secondary,no,249,yes,yes,cellular,29,nov,240,1,2,2,9,3,FALSE
22,blue-collar,single,primary,no,-33,yes,no,cellular,13,may,212,1,2,1,3,2,TRUE
36,management,married,tertiary,no,260,yes,no,cellular,17,aug,286,1,3,3,7,2,FALSE
36,technician,married,secondary,no,1,yes,no,cellular,3,jun,5,2,1,5,1,13,FALSE
19,management,married,tertiary,no,322,yes,no,telephone,5,aug,231,1,3,1,7,4,TRUE
52,technician,married,secondary,no,1978,no,no,unknown,22,apr,331,1,2,2,2,1,FALSE
19,student,married,unknown,no,1405,yes,no,unknown,4,may,68,2,2,4,1,2,TRUE
60,management,single,tertiary,no,5280,no,no,cellular,18,feb,120,2,3,4,7,1,FALSE
72,unemployed,single,secondary,no,544,no,no,cellular,14,may,234,2,3,1,1,4,FALSE
24,admin.,married,tertiary,no,128,yes,no,cellular,27,may,96,1,3,2,3,13,FALSE
54,technician,married,secondary,no,835,yes,yes,cellular,19,jul,353,5,1,2,1,1,FALSE
19,services,single,primary,no,1085,no,no,unknown,13,jul,174,1,3,2,1,13,TRUE
44,technician,married,secondary,yes,911,no,no,cellular,20,jul,21,9,1,2,8,3,FALSE
56,retired,single,tertiary,no,-580,no,yes,cellular,18,feb,142,30,3,2,1,2,FALSE
85,blue-collar,married,secondary,no,11646,yes,no,cellular,18,jun,124,9,2,2,1,11,TRUE
65,technician,single,primary,no,364,yes,no,unknown,23,jun,161,8,4,1,3,2,FALSE
73,technician,divorced,tertiary,no,136,yes,no,cellular,27,feb,263,1,3,1,1,4,TRUE
57,retired,married,secondary,no,1,no,no,unknown,28,may,142,4,3,1,1,2,FALSE
59,blue-collar,married,secondary,no,1206,no,no,cellular,21,may,155,2,2,5,3,3,FALSE
80,admin.,divorced,secondary,no,30,yes,no,unknown,28,may,238,4,2,1,1,2,TRUE
84,admin.,divorced,secondary,no,1229,no,no,unknown,11,jun,92,3,2,2,5,1,FALSE
84,blue-collar,married,secondary,no,415,yes,no,cellular,26,jun,359,2,1,2,1,5,FALSE
76,admin.,divorced,tertiary,no,274,yes,no,unknown,28,jul,139,1,2,2,1,3,FALSE
19,unknown,married,tertiary,no,965,yes,no,cellular,3,dec,257,5,3,4,3,1,FALSE
26,management,single,secondary,no,214,no,no,cellular,17,aug,410,1,2,2,1,4,TRUE
19,blue-collar,married,secondary,no,10981,yes,no,cellular,29,feb,531,1,1,2,2,10,FALSE
23,management,married,primary,no,745,yes,no,unknown,5,may,109,1,1,2,3,3,TRUE
42,self-employed,married,tertiary,no,497,yes,no,cellular,29,aug,186,4,2,2,3,11,FALSE
34,admin.,married,secondary,no,86,yes,no,unknown,14,jul,29,2,1,2,1,2,FALSE
84,housemaid,single,secondary,no,26,yes,no,unknown,5,may,510,1,1,2,1,8,FALSE
84,management,married,secondary,no,537,no,no,unknown,25,may,237,5,2,2,1,3,TRUE
83,unemployed,married,unknown,no,325,yes,no,telephone,12,jan,103,5,3,2,3,2,TRUE
36,technician,single,secondary,no,104,no,no,cellular,18,aug,199,2,2,2,1,2,TRUE
80,blue-collar,married,tertiary,no,4156,no,no,cellular,18,feb,150,2,3,2,7,6,FALSE
34,retired,single,tertiary,no,-1,no,no,cellular,19,feb,136,1,2,1,6,1,FALSE
76,management,married,secondary,no,42,no,no,cellular,31,aug,795,2,2,2,4,2,FALSE
26,blue-collar,married,secondary,no,0,no,no,telephone,27,oct,192,1,3,2,3,3,FALSE
23,services,married,secondary,no,-460,yes,no,cellular,27,jun,158,2,3,2,3,2,FALSE
43,technician,married,secondary,no,-172,no,no,cellular,14,feb,213,1,2,1,6,3,FALSE
43,management,married,primary,no,9511,no,no,unknown,19,may,125,3,2,2,3,3,TRUE
75,self-employed,married,tertiary,no,1488,yes,no,cellular,3,may,84,3,2,2,4,4,FALSE
19,services,single,tertiary,no,537,no,no,cellular,27,may,66,1,3,2,1,1,FALSE
38,management,married,primary,no,920,yes,no,cellular,15,may,478,4,3,2,1,4,TRUE
36,technician,single,secondary,no,899,yes,no,telephone,5,apr,53,1,1,2,9,1,FALSE
74,services,married,secondary,no,1057,no,no,unknown,30,feb,37,1,3,2,3,8,FALSE
84,blue-collar,divorced,secondary,no,7057,no,no,unknown,27,apr,143,1,3,2,1,1,FALSE
19,blue-collar,single,secondary,no,186,yes,no,cellular,25,may,136,1,4,2,1,1,FALSE
47,blue-collar,single,primary,no,-577,yes,no,cellular,8,aug,163,3,2,2,2,3,TRUE
73,self-employed,married,tertiary,no,8,yes,no,cellular,4,may,161,5,2,2,1,13,FALSE
32,admin.,married,secondary,no,816,no,no,unknown,12,jun,86,4,2,1,1,13,FALSE
33,blue-collar,married,primary,no,86,yes,no,unknown,12,may,75,1,3,13,1,6,TRUE
26,management,married,tertiary,no,78,no,no,cellular,21,may,11,2,2,1,3,1,FALSE
30,management,single,primary,no,1105,no,no,unknown,14,apr,23,2,3,2,3,6,FALSE
55,admin.,married,unknown,no,313,no,no,cellular,18,apr,365,2,2,1,1,3,FALSE
39,technician,married,secondary,no,93,yes,no,cellular,9,apr,688,1,2,6,1,4,TRUE
19,unemployed,single,secondary,no,103,yes,no,cellular,29,may,100,4,3,2,1,2,FALSE
72,blue-collar,married,primary,no,826,yes,no,telephone,18,may,358,1,2,2,1,1,FALSE
19,student,married,secondary,no,-161,no,yes,cellular,20,jul,151,1,3,2,3,1,FALSE
42,services,married,tertiary,no,469,yes,no,cellular,5,aug,75,2,1,1,3,4,FALSE
85,retired,divorced,secondary,no,297,yes,no,cellular,20,jan,68,1,3,2,1,13,FALSE
80,entrepreneur,married,secondary,no,203,no,no,cellular,19,may,126,1,3,3,1,4,FALSE
19,blue-collar,married,tertiary,no,9,yes,no,cellular,30,feb,97,1,2,2,6,1,TRUE
84,blue-collar,married,tertiary,no,2304,no,no,cellular,20,may,197,1,2,2,3,10,FALSE
32,services,married,secondary,no,889,no,no,cellular,3,aug,339,22,1,1,2,4,FALSE
31,entrepreneur,single,primary,no,1104,yes,no,unknown,20,jan,186,3,2,2,1,2,FALSE
77,management,divorced,tertiary,no,76,no,no,cellular,22,nov,665,2,2,2,4,15,TRUE
32,blue-collar,married,primary,no,8296,no,yes,cellular,18,aug,174,1,1,5,6,20,FALSE
83,retired,married,secondary,no,400,no,no,cellular,22,oct,7,9,3,1,2,13,FALSE
84,services,married,secondary,no,694,yes,no,cellular,13,may,140,8,3,1,3,13,TRUE
84,admin.,divorced,tertiary,no,1989,no,no,cellular,9,may,45,1,3,2,4,2,FALSE
26,management,single,secondary,no,567,yes,yes,cellular,22,jun,94,1,1,4,1,2,FALSE
55,technician,single,tertiary,no,531,no,no,unknown,20,jul,564,1,2,5,1,4,TRUE
85,unemployed,single,secondary,no,168,yes,no,cellular,13,jul,101,1,6,3,3,3,TRUE
84,technician,married,secondary,no,149,no,yes,cellular,6,nov,262,2,1,2,1,10,FALSE
56,retired,divorced,secondary,no,1513,no,no,cellular,8,may,249,2,2,2,1,8,FALSE
84,blue-collar,married,secondary,no,1371,yes,no,cellular,21,may,116,1,3,2,1,2,FALSE
61,blue-collar,married,secondary,no,384,yes,no,cellular,10,may,461,2,2,1,6,5,FALSE
82,management,married,secondary,no,1109,yes,no,unknown,27,may,200,5,1,8,2,2,TRUE
77,services,married,primary,no,4272,no,no,cellular,2,mar,198,1,2,2,1,3,FALSE
84,self-employed,married,secondary,no,13742,yes,no,cellular,21,nov,224,1,1,2,4,2,FALSE
22,unemployed,married,secondary,no,1149,no,yes,cellular,18,jul,210,4,1,1,4,2,FALSE
81,self-employed,single,secondary,no,527,no,no,cellular,5,jul,123,2,2,12,3,2,FALSE
71,entrepreneur,married,secondary,no,217,yes,no,cellular,7,may,111,1,3,2,9,13,TRUE
84,student,married,secondary,no,24,yes,no,cellular,2,may,325,1,3,2,4,2,TRUE
84,admin.,divorced,secondary,no,1364,no,no,cellular,28,jul,747,1,1,1,8,19,FALSE
60,blue-collar,single,tertiary,no,2595,no,yes,cellular,27,may,132,3,1,2,9,2,FALSE
21,management,single,tertiary,no,4566,yes,yes,cellular,5,may,281,4,2,2,2,3,FALSE
84,services,married,secondary,no,0,yes,no,cellular,14,aug,121,1,1,1,1,2,FALSE
30,management,single,secondary,no,934,no,no,unknown,30,sep,145,3,3,5,9,3,FALSE
66,management,single,primary,no,52,yes,no,unknown,15,may,197,1,1,2,1,3,FALSE
25,housemaid,married,secondary,no,1,yes,yes,cellular,18,may,18,30,2,2,1,2,FALSE
46,management,married,primary,yes,347,yes,no,unknown,29,may,202,6,3,2,3,13,TRUE
26,retired,married,primary,no,3443,yes,no,cellular,11,aug,207,2,2,2,1,2,TRUE
50,admin.,single,tertiary,no,1142,yes,yes,cellular,9,apr,129,4,3,1,7,2,FALSE
77,housemaid,single,primary,no,427,yes,no,unknown,15,may,266,4,2,2,1,3,TRUE
29,services,married,secondary,no,1,yes,no,cellular,14,apr,87,2,1,1,3,2,FALSE
85,admin.,married,secondary,no,270,no,no,cellular,26,jul,156,3,2,1,1,5,FALSE
24,technician,married,tertiary,no,403,no,no,cellular,28,may,168,1,1,2,5,4,TRUE
70,management,married,secondary,no,243,no,no,unknown,8,nov,65,3,2,2,3,13,FALSE
22,technician,single,primary,no,2335,no,no,unknown,5,may,87,1,2,1,4,3,TRUE
84,services,married,tertiary,no,380,no,no,unknown,13,jun,122,4,3,2,2,4,FALSE
38,blue-collar,married,tertiary,no,0,no,no,cellular,8,may,233,8,2,2,4,15,FALSE
34,blue-collar,single,secondary,no,0,yes,no,cellular,25,sep,192,4,1,1,1,2,FALSE
42,unknown,married,tertiary,no,644,no,no,cellular,19,jul,69,1,2,2,1,1,FALSE
31,admin.,single,secondary,no,2570,yes,yes,cellular,15,may,75,1,1,2,3,1,TRUE
19,management,divorced,tertiary,no,1887,no,no,cellular,11,may,133,11,2,1,7,8,FALSE
58,technician,married,unknown,no,1118,yes,no,cellular,28,oct,579,3,1,2,1,4,FALSE
84,technician,single,secondary,no,83,yes,no,cellular,29,jul,108,1,3,1,3,1,FALSE
47,technician,single,primary,no,1056,no,no,unknown,2,aug,225,2,3,2,1,4,TRUE
34,blue-collar,married,secondary,no,1893,no,no,unknown,31,sep,319,1,2,1,3,3,TRUE
73,admin.,married,tertiary,no,399,yes,no,cellular,7,aug,578,2,2,2,1,8,FALSE
51,student,divorced,secondary,no,34,no,no,unknown,9,may,17,1,7,2,1,2,TRUE
49,technician,married,secondary,no,318,yes,no,cellular,16,jul,127,2,2,2,1,20,FALSE
78,blue-collar,married,secondary,no,7121,no,no,cellular,19,aug,146,1,2,1,6,8,FALSE
19,blue-collar,single,secondary,no,981,yes,no,cellular,18,apr,250,1,2,4,9,1,FALSE
84,admin.,married,tertiary,no,7709,no,no,cellular,19,may,950,7,2,1,2,1,FALSE
34,services,married,secondary,no,0,yes,no,unknown,20,may,82,2,3,2,4,4,TRUE
84,admin.,married,secondary,no,6519,no,no,cellular,11,apr,73,3,1,1,8,2,FALSE
70,admin.,married,secondary,no,1380,no,no,cellular,13,may,113,3,3,4,1,2,TRUE
19,services,married,unknown,no,650,yes,yes,cellular,15,may,96,4,1,2,1,6,FALSE
48,blue-collar,married,primary,no,-376,no,no,cellular,3,nov,138,1,1,2,1,2,FALSE
73,technician,divorced,unknown,no,847,no,no,unknown,12,may,153,2,2,7,2,3,FALSE
45,management,married,secondary,no,-109,no,no,cellular,2,may,240,2,1,2,1,1,TRUE
49,services,single,secondary,yes,2325,no,no,cellular,22,may,470,19,3,2,1,2,FALSE
23,blue-collar,married,tertiary,no,128,yes,no,cellular,12,oct,543,4,2,1,4,2,TRUE
84,retired,married,tertiary,no,396,no,no,telephone,17,jan,383,1,3,2,3,20,FALSE
84,blue-collar,married,secondary,no,317,yes,yes,telephone,26,may,113,1,2,2,1,3,FALSE
79,technician,married,unknown,no,0,yes,no,cellular,20,may,126,1,3,2,1,1,FALSE
85,entrepreneur,married,secondary,no,537,yes,no,cellular,15,nov,111,1,1,1,1,1,FALSE
19,blue-collar,married,tertiary,no,254,no,yes,unknown,15,sep,129,2,6,2,7,20,TRUE
19,management,married,secondary,no,-332,yes,yes,cellular,2,may,70,2,1,2,1,2,FALSE
23,retired,married,secondary,no,435,yes,no,unknown,9,nov,1318,2,1,1,2,6,TRUE
49,management,married,tertiary,no,1346,no,no,unknown,20,nov,182,4,2,6,9,2,FALSE
67,technician,married,primary,no,3232,no,no,unknown,4,jul,634,2,7,2,4,2,FALSE
84,unemployed,married,secondary,no,0,yes,no,cellular,16,may,881,1,1,1,1,2,FALSE
19,technician,married,tertiary,no,11807,yes,no,telephone,12,may,84,2,4,2,7,1,TRUE
19,retired,divorced,secondary,no,2897,no,no,unknown,21,jun,29,2,3,1,3,3,TRUE
59,management,married,secondary,no,1,no,no,unknown,27,aug,293,2,3,2,7,11,TRUE
84,services,single,tertiary,no,0,yes,no,telephone,5,feb,169,8,6,1,6,6,TRUE
19,unemployed,married,primary,no,1177,yes,yes,cellular,21,feb,832,8,1,2,3,2,FALSE
32,technician,married,secondary,no,1,yes,no,cellular,19,aug,82,1,3,2,3,9,FALSE
45,technician,married,secondary,no,695,no,no,cellular,26,jul,97,2,2,2,6,2,FALSE
19,blue-collar,married,tertiary,no,3284,yes,no,cellular,29,sep,37,6,2,2,4,2,FALSE
19,blue-collar,single,primary,no,2022,yes,no,cellular,18,feb,277,3,2,2,1,13,TRUE
40,technician,single,secondary,no,1,no,no,cellular,20,jun,584,1,3,1,3,3,FALSE
55,blue-collar,single,primary,no,4,yes,no,cellular,4,may,243,1,3,1,1,13,FALSE
41,technician,single,secondary,no,-314,yes,no,unknown,6,may,712,2,1,7,1,10,FALSE
20,admin.,single,tertiary,no,0,no,no,unknown,20,apr,258,1,2,2,2,2,FALSE
50,blue-collar,single,secondary,no,328,no,no,cellular,2,may,31,2,3,2,1,2,FALSE
83,blue-collar,single,secondary,no,372,no,yes,cellular,19,jul,675,2,2,13,1,3,TRUE
32,blue-collar,married,primary,no,182,yes,yes,cellular,3,aug,48,1,2,4,2,1,TRUE
56,management,married,primary,no,3204,no,no,cellular,3,nov,519,1,1,1,1,2,FALSE
78,blue-collar,divorced,secondary,no,895,yes,no,cellular,9,jul,76,7,3,2,7,2,FALSE
66,management,married,tertiary,no,708,no,no,cellular,7,feb,212,1,2,4,4,13,FALSE
32,technician,single,secondary,no,40,no,no,cellular,14,jun,343,9,1,2,1,1,FALSE
70,entrepreneur,married,secondary,no,550,yes,yes,unknown,20,sep,428,1,2,2,1,2,FALSE
19,management,married,tertiary,no,485,no,yes,cellular,29,aug,168,1,2,2,3,2,FALSE
75,admin.,married,tertiary,no,636,no,no,unknown,14,may,74,3,1,7,5,14,TRUE
60,admin.,married,secondary,no,507,yes,no,cellular,17,oct,67,3,3,2,3,13,FALSE
43,management,married,secondary,no,3220,yes,no,cellular,28,nov,907,4,3,2,3,3,FALSE
84,technician,divorced,secondary,no,487,yes,no,cellular,12,may,75,2,1,1,6,1,TRUE
31,services,married,tertiary,no,234,no,no,unknown,25,may,130,3,1,1,9,13,FALSE
38,technician,married,secondary,no,0,no,no,cellular,10,may,127,4,1,2,3,13,FALSE
65,technician,married,secondary,no,152,yes,no,telephone,27,may,103,2,8,2,2,3,FALSE
51,admin.,single,tertiary,no,398,no,no,cellular,20,nov,210,1,1,2,7,3,TRUE
74,technician,married,tertiary,yes,372,yes,no,cellular,18,aug,53,1,2,2,4,5,FALSE
35,technician,married,primary,no,976,yes,no,cellular,18,nov,630,6,2,5,4,2,FALSE
82,admin.,married,tertiary,no,781,yes,no,cellular,4,jul,90,2,1,5,1,2,TRUE
27,technician,married,tertiary,no,4183,no,no,cellular,20,feb,20,1,4,2,2,3,TRUE
55,services,single,tertiary,no,4979,yes,no,cellular,3,aug,167,1,1,2,1,4,FALSE
71,management,married,secondary,no,767,yes,no,cellular,27,may,48,1,2,4,4,4,FALSE
46,technician,divorced,secondary,no,409,no,no,unknown,4,jun,113,1,2,2,1,2,TRUE
19,technician,married,secondary,no,1557,no,no,unknown,2,may,224,2,3,2,3,3,FALSE
63,services,married,secondary,no,2440,no,yes,telephone,17,jul,726,3,1,5,9,4,FALSE
19,unemployed,single,primary,no,-327,yes,no,unknown,8,may,118,9,1,2,7,3,FALSE
39,management,single,unknown,no,56,yes,no,unknown,18,oct,21,2,2,2,9,2,FALSE
24,services,single,secondary,no,393,yes,yes,cellular,9,jul,68,1,2,4,5,3,FALSE
79,blue-collar,married,secondary,no,554,no,no,cellular,19,may,215,1,2,4,3,10,FALSE
83,services,single,primary,no,1296,no,no,cellular,29,jul,55,2,3,4,7,15,FALSE
46,services,single,tertiary,no,7977,yes,yes,cellular,18,nov,342,4,3,4,6,6,TRUE
50,management,single,primary,no,3060,no,yes,cellular,20,nov,457,4,4,1,1,2,TRUE
84,entrepreneur,single,secondary,no,-9,yes,no,cellular,17,may,467,2,2,2,1,1,FALSE
56,technician,married,secondary,no,5387,yes,no,cellular,29,may,78,1,2,2,1,1,FALSE
19,student,married,tertiary,yes,-560,yes,no,cellular,25,aug,533,4,1,6,3,3,FALSE
70,retired,married,secondary,no,36,no,no,cellular,7,aug,274,1,2,2,3,1,FALSE
53,self-employed,married,tertiary,no,108,yes,yes,unknown,28,nov,509,1,1,2,5,2,FALSE
37,management,married,tertiary,no,259,no,yes,cellular,12,nov,597,9,3,12,3,1,FALSE
82,technician,married,tertiary,no,791,yes,no,cellular,27,nov,42,3,2,2,4,11,FALSE
67,housemaid,single,tertiary,yes,121,no,yes,cellular,15,may,16,2,2,2,1,2,FALSE
32,admin.,married,secondary,no,322,yes,no,cellular,29,aug,129,4,3,1,6,1,FALSE
84,management,married,secondary,no,10,no,no,unknown,15,nov,291,2,3,2,3,15,FALSE
84,blue-collar,married,tertiary,no,1581,no,no,cellular,4,nov,58,2,2,4,4,2,FALSE
84,blue-collar,married,secondary,no,668,yes,no,unknown,16,nov,21,2,2,2,1,2,TRUE
84,student,married,primary,no,159,yes,no,cellular,18,apr,202,2,1,13,1,13,TRUE
70,blue-collar,married,tertiary,no,9,yes,no,cellular,6,may,75,6,2,8,5,8,FALSE
19,technician,single,unknown,no,157,yes,yes,unknown,2,jun,97,3,2,2,1,3,FALSE
74,technician,married,unknown,no,11616,no,no,telephone,22,feb,208,5,2,2,7,6,TRUE
84,blue-collar,married,tertiary,yes,2,yes,no,unknown,8,dec,94,1,2,1,4,11,FALSE
73,admin.,married,secondary,no,-786,no,no,unknown,15,may,428,2,2,4,2,2,FALSE
73,retired,married,secondary,no,302,no,yes,unknown,22,jun,149,2,3,2,3,1,TRUE
84,blue-collar,married,secondary,no,1911,yes,no,cellular,4,may,178,2,1,6,6,2,FALSE
43,management,divorced,tertiary,no,588,yes,no,unknown,19,may,239,1,2,13,6,13,TRUE
47,student,married,secondary,no,3434,yes,yes,unknown,29,aug,681,2,1,2,2,4,FALSE
84,admin.,divorced,secondary,no,2869,no,yes,cellular,12,mar,137,2,2,2,4,13,TRUE
84,blue-collar,divorced,secondary,yes,563,yes,no,unknown,26,jun,182,4,4,4,1,2,FALSE
45,unknown,married,secondary,no,-4,no,no,cellular,6,feb,222,1,3,2,2,4,TRUE
19,blue-collar,single,secondary,no,436,yes,no,cellular,26,jun,376,2,2,2,1,2,FALSE
84,retired,single,secondary,no,397,yes,yes,cellular,2,aug,215,2,2,2,1,20,FALSE
26,unknown,single,tertiary,no,4512,no,no,cellular,12,may,381,2,3,2,3,5,FALSE
52,technician,married,secondary,no,141,yes,no,cellular,7,feb,197,1,3,5,9,1,FALSE
84,unemployed,married,secondary,no,2240,yes,no,cellular,16,jan,11,33,1,2,4,2,FALSE
56,management,married,tertiary,no,7,yes,no,cellular,30,apr,140,1,2,2,4,2,FALSE
84,retired,single,secondary,no,1371,yes,no,unknown,16,may,36,5,3,2,4,2,FALSE
84,blue-collar,married,secondary,no,483,yes,no,unknown,21,apr,108,1,2,2,6,2,TRUE
44,blue-collar,married,tertiary,yes,3254,yes,no,unknown,15,nov,217,1,4,4,1,1,TRUE
19,blue-collar,divorced,primary,no,3825,yes,yes,unknown,28,jul,115,1,2,2,3,2,FALSE
56,services,single,unknown,no,-975,yes,no,cellular,2,feb,219,2,2,2,2,2,FALSE
56,admin.,married,secondary,no,2743,no,no,cellular,10,aug,267,3,2,1,7,2,FALSE
19,housemaid,single,tertiary,no,8,no,no,cellular,5,may,171,4,6,5,1,6,FALSE
84,retired,divorced,primary,no,136,yes,no,cellular,28,jun,259,4,1,2,4,1,TRUE
75,entrepreneur,divorced,secondary,no,442,no,no,unknown,22,feb,20,2,2,2,3,11,TRUE
19,unemployed,divorced,primary,no,1253,yes,no,unknown,10,jul,184,5,7,4,7,20,FALSE
84,technician,married,secondary,no,115,no,no,cellular,21,jan,267,3,1,2,3,1,FALSE
49,admin.,married,tertiary,no,9958,no,no,telephone,13,may,360,4,2,2,1,1,FALSE
36,technician,married,tertiary,no,-360,no,no,cellular,17,feb,202,2,1,2,1,4,FALSE
61,services,married,secondary,no,398,no,no,cellular,31,feb,231,4,1,4,7,9,FALSE
24,admin.,married,secondary,no,-1,yes,no,cellular,20,may,343,1,2,2,4,6,FALSE
68,retired,married,secondary,no,-314,yes,no,cellular,5,jun,519,1,2,2,1,13,FALSE
52,self-employed,single,secondary,no,6955,no,no,unknown,29,may,166,21,1,2,3,2,FALSE
36,self-employed,married,primary,no,4762,yes,no,cellular,20,may,93,3,1,2,6,10,FALSE
84,admin.,single,secondary,no,0,yes,no,cellular,15,jun,48,2,1,1,3,4,FALSE
45,technician,married,secondary,no,663,no,no,cellular,8,aug,119,2,3,2,2,10,FALSE
62,management,married,secondary,no,49,yes,no,cellular,12,jun,169,4,2,3,4,2,FALSE
84,admin.,married,secondary,no,-347,no,no,cellular,10,mar,47,2,1,7,3,3,FALSE
38,services,married,secondary,no,1456,yes,no,unknown,20,may,179,1,1,2,8,3,TRUE
28,technician,married,secondary,no,66,no,no,cellular,18,jun,46,1,2,10,1,13,FALSE
39,technician,married,secondary,no,2211,yes,no,cellular,26,may,230,1,2,2,3,10,FALSE
19,technician,divorced,secondary,no,84,no,no,cellular,8,jul,148,1,3,1,6,3,FALSE
52,management,single,primary,no,3147,yes,no,cellular,1,may,254,2,2,2,3,2,FALSE
39,blue-collar,single,tertiary,no,-176,no,no,cellular,20,jun,167,1,2,4,3,2,FALSE
55,technician,single,tertiary,no,490,yes,no,unknown,11,nov,75,2,1,1,2,3,FALSE
30,blue-collar,married,tertiary,no,588,yes,no,cellular,7,nov,57,1,2,12,1,4,FALSE
63,management,single,secondary,no,1,no,no,unknown,28,may,257,2,2,2,3,3,TRUE
77,unknown,married,unknown,no,19,yes,yes,telephone,9,oct,95,1,2,2,1,2,TRUE
84,blue-collar,married,tertiary,no,118,no,no,cellular,19,aug,150,2,6,4,1,6,TRUE
